param numvoxels := 37 ;
param: VOXELS: thethreshold :=
38    1   1  0.000104
38    1   4  0.000173
38    1   5  0.000099
38    1  10  0.000059
38    1  11  0.000077
38    1  18  0.000060
38    1  24  0.000162
38    1  25  0.000046
38    1  30  0.000737
38    1  34  0.001099
39    1   0  0.000068
39    1   1  0.000179
39    1   4  0.000132
39    1   5  0.000171
39    1  10  0.000138
39    1  11  0.000134
39    1  17  0.000132
39    1  18  0.000104
39    1  24  0.000095
39    1  25  0.000080
39    1  31  0.000062
39    1  35  0.000048
40    1   4  0.000076
40    1  10  0.000080
40    1  11  0.000064
40    1  17  0.000078
40    1  18  0.000082
40    1  24  0.000078
40    1  25  0.000090
40    1  30  0.000077
40    1  31  0.000085
40    1  34  0.000073
40    1  35  0.000077
41    1   1  0.002724
41    1   4  0.000065
41    1   5  0.002137
41    1  10  0.000055
41    1  11  0.001280
41    1  17  0.000046
41    1  18  0.000666
41    1  25  0.000237
41    1  31  0.000059
42    1   1  0.004016
42    1   5  0.004118
42    1  11  0.003462
42    1  17  0.000046
42    1  18  0.002888
42    1  25  0.002391
42    1  31  0.001887
42    1  35  0.001472
43    1   1  0.002834
43    1   5  0.003563
43    1   6  0.000066
43    1  11  0.003310
43    1  12  0.000056
43    1  18  0.002888
43    1  19  0.000047
43    1  25  0.002391
43    1  31  0.001986
43    1  35  0.001658
44    1   6  0.000065
44    1  11  0.000122
44    1  12  0.000057
44    1  18  0.000367
44    1  19  0.000049
44    1  25  0.000618
44    1  31  0.000757
44    1  35  0.000823
45    1   1  0.000180
45    1   2  0.000066
45    1   5  0.000191
45    1   6  0.000108
45    1  11  0.000147
45    1  12  0.000096
45    1  18  0.000103
45    1  19  0.000085
45    1  25  0.000063
45    1  26  0.000074
45    1  32  0.000064
45    1  36  0.000056
46    1   1  0.000105
46    1   2  0.000113
46    1   5  0.000118
46    1   6  0.000186
46    1  11  0.000109
46    1  12  0.000162
46    1  18  0.000098
46    1  19  0.000139
46    1  25  0.000087
46    1  26  0.000116
46    1  31  0.000077
46    1  32  0.000092
46    1  35  0.000068
46    1  36  0.000072
47    1   1  0.000063
47    1   5  0.000068
47    1  11  0.000062
47    1  18  0.000057
47    1  25  0.000050
47    1  36  0.000086
48    1   1  0.000063
48    1   2  0.001571
48    1   5  0.000065
48    1   6  0.002843
48    1  11  0.000054
48    1  12  0.002714
48    1  19  0.002522
48    1  26  0.002278
48    1  32  0.001968
48    1  36  0.001689
49    1   2  0.002644
49    1   6  0.004191
49    1  12  0.003562
49    1  19  0.003004
49    1  26  0.002517
49    1  32  0.002095
49    1  36  0.001739
32    2   3  0.000118
32    2   4  0.000191
32    2   9  0.000158
32    2  10  0.000123
32    2  16  0.000049
32    2  17  0.000073
32    2  23  0.000335
32    2  24  0.000045
32    2  29  0.001764
33    2   0  0.001283
33    2   3  0.000069
33    2   9  0.000092
33    2  10  0.000110
33    2  16  0.000120
33    2  17  0.000126
33    2  23  0.000089
33    2  24  0.000078
33    2  30  0.000048
34    2   0  0.002704
34    2   3  0.000068
34    2   4  0.003407
34    2   9  0.000057
34    2  10  0.000660
34    2  16  0.000069
34    2  23  0.000086
34    2  24  0.000094
34    2  29  0.000096
34    2  30  0.000083
34    2  34  0.000054
35    2   0  0.002443
35    2   4  0.004145
35    2   9  0.000057
35    2  10  0.003500
35    2  16  0.000047
35    2  17  0.001799
35    2  23  0.000050
35    2  24  0.000167
35    2  29  0.000059
35    2  34  0.000064
36    2   1  0.000063
36    2   4  0.002330
36    2   5  0.000064
36    2  10  0.003500
36    2  11  0.000054
36    2  17  0.002898
36    2  24  0.002352
36    2  30  0.001117
36    2  34  0.000122
37    2   0  0.000125
37    2   1  0.000092
37    2   5  0.000074
37    2  10  0.000592
37    2  11  0.000054
37    2  17  0.002213
37    2  24  0.002366
37    2  30  0.001970
37    2  34  0.001628
38    2   0  0.000079
38    2   1  0.000159
38    2   4  0.000175
38    2   5  0.000129
38    2  10  0.000115
38    2  11  0.000087
38    2  18  0.000060
38    2  24  0.000695
38    2  30  0.001610
38    2  34  0.001631
39    2   0  0.000046
39    2   1  0.000059
39    2   4  0.000102
39    2   5  0.000175
39    2  10  0.000122
39    2  11  0.000150
39    2  17  0.000132
39    2  18  0.000104
39    2  24  0.000057
39    2  25  0.000070
39    2  31  0.000049
39    2  34  0.000464
40    2   1  0.001695
40    2   4  0.000064
40    2   5  0.000147
40    2  10  0.000070
40    2  17  0.000079
40    2  18  0.000082
40    2  24  0.000088
40    2  25  0.000112
40    2  30  0.000090
40    2  31  0.000085
40    2  35  0.000061
41    2   1  0.004019
41    2   4  0.000065
41    2   5  0.003938
41    2  10  0.000055
41    2  11  0.002114
41    2  17  0.000046
41    2  18  0.000668
41    2  24  0.000051
41    2  30  0.000055
41    2  34  0.000060
42    2   1  0.003737
42    2   5  0.004118
42    2  11  0.003464
42    2  18  0.002895
42    2  25  0.002168
42    2  31  0.001136
42    2  35  0.000423
43    2   5  0.001519
43    2   6  0.000066
43    2  11  0.002681
43    2  12  0.000056
43    2  18  0.002895
43    2  19  0.000047
43    2  25  0.002410
43    2  31  0.002001
43    2  35  0.001676
44    2   1  0.000178
44    2   2  0.000058
44    2   5  0.000076
44    2   6  0.000084
44    2  12  0.000064
44    2  18  0.000367
44    2  19  0.000049
44    2  25  0.001162
44    2  31  0.001634
44    2  35  0.001676
45    2   1  0.000122
45    2   2  0.000100
45    2   5  0.000159
45    2   6  0.000145
45    2  11  0.000158
45    2  12  0.000112
45    2  18  0.000104
45    2  19  0.000085
45    2  26  0.000066
45    2  32  0.000052
45    2  35  0.000176
46    2   1  0.000070
46    2   2  0.000055
46    2   5  0.000092
46    2   6  0.000145
46    2  11  0.000094
46    2  12  0.000154
46    2  18  0.000098
46    2  19  0.000139
46    2  25  0.000098
46    2  26  0.000113
46    2  31  0.000092
46    2  32  0.000089
46    2  35  0.000063
46    2  36  0.000069
47    2   1  0.000063
47    2   2  0.000882
47    2   5  0.000064
47    2   6  0.000621
47    2  11  0.000055
47    2  12  0.000104
47    2  18  0.000057
47    2  25  0.000057
47    2  31  0.000056
47    2  35  0.000056
48    2   2  0.002631
48    2   6  0.004214
48    2  11  0.000054
48    2  12  0.003405
48    2  19  0.002531
48    2  26  0.001737
48    2  32  0.001151
48    2  36  0.000720
49    2   2  0.002561
49    2   6  0.004214
49    2  12  0.003588
49    2  19  0.003021
49    2  26  0.002534
49    2  32  0.002120
49    2  36  0.001767
32    3   0  0.000512
32    3   3  0.000095
32    3   4  0.000106
32    3   9  0.000145
32    3  10  0.000137
32    3  17  0.000072
32    3  23  0.001005
32    3  29  0.002048
33    3   0  0.002698
33    3   3  0.000067
33    3   4  0.001111
33    3   9  0.000084
33    3  10  0.000055
33    3  16  0.000121
33    3  17  0.000124
33    3  24  0.000067
33    3  29  0.000605
34    3   0  0.002698
34    3   4  0.004137
34    3   9  0.000056
34    3  10  0.001423
34    3  16  0.000070
34    3  23  0.000098
34    3  24  0.000109
34    3  29  0.000049
34    3  30  0.000066
35    3   0  0.000453
35    3   1  0.000063
35    3   4  0.004137
35    3   5  0.000065
35    3  10  0.003486
35    3  16  0.000047
35    3  17  0.001740
35    3  23  0.000057
35    3  29  0.000076
35    3  30  0.000071
35    3  34  0.000065
36    3   0  0.000089
36    3   1  0.000081
36    3   4  0.000368
36    3   5  0.000064
36    3  10  0.003265
36    3  11  0.000054
36    3  17  0.002882
36    3  24  0.002002
36    3  30  0.000233
37    3   0  0.000094
37    3   1  0.000140
37    3   4  0.000159
37    3   5  0.000098
37    3  10  0.000060
37    3  11  0.000057
37    3  17  0.002249
37    3  18  0.000045
37    3  24  0.002351
37    3  30  0.001959
37    3  34  0.000735
38    3   0  0.000054
38    3   1  0.000132
38    3   4  0.000138
38    3   5  0.000168
38    3  10  0.000153
38    3  11  0.000099
38    3  18  0.000060
38    3  24  0.001252
38    3  30  0.001959
38    3  34  0.001616
39    3   1  0.000677
39    3   4  0.000079
39    3  10  0.000107
39    3  11  0.000160
39    3  17  0.000131
39    3  18  0.000105
39    3  25  0.000063
39    3  30  0.000468
39    3  34  0.001476
40    3   1  0.004024
40    3   4  0.000065
40    3   5  0.002008
40    3  10  0.000061
40    3  17  0.000079
40    3  18  0.000081
40    3  24  0.000098
40    3  25  0.000108
40    3  30  0.000054
40    3  31  0.000069
41    3   1  0.004024
41    3   5  0.004118
41    3  10  0.000055
41    3  11  0.002958
41    3  17  0.000046
41    3  18  0.000681
41    3  24  0.000057
41    3  30  0.000071
41    3  31  0.000071
41    3  34  0.000074
41    3  35  0.000074
42    3   1  0.000762
42    3   5  0.003692
42    3   6  0.000066
42    3  11  0.003464
42    3  18  0.002902
42    3  25  0.001659
42    3  31  0.000274
42    3  34  0.000048
43    3   1  0.000126
43    3   2  0.000052
43    3   6  0.000066
43    3  11  0.001836
43    3  12  0.000056
43    3  18  0.002902
43    3  19  0.000048
43    3  25  0.002434
43    3  31  0.002021
43    3  35  0.001092
44    3   1  0.000142
44    3   2  0.000090
44    3   5  0.000192
44    3   6  0.000108
44    3  12  0.000075
44    3  18  0.000357
44    3  19  0.000050
44    3  25  0.001710
44    3  31  0.002021
44    3  35  0.001684
45    3   1  0.000082
45    3   2  0.000104
45    3   5  0.000120
45    3   6  0.000186
45    3  11  0.000144
45    3  12  0.000129
45    3  18  0.000105
45    3  19  0.000086
45    3  26  0.000060
45    3  31  0.000449
45    3  35  0.001239
46    3   1  0.000063
46    3   2  0.000251
46    3   5  0.000069
46    3  11  0.000084
46    3  12  0.000104
46    3  18  0.000098
46    3  19  0.000141
46    3  25  0.000109
46    3  26  0.000104
46    3  31  0.000059
46    3  32  0.000072
46    3  36  0.000050
47    3   2  0.002711
47    3   5  0.000064
47    3   6  0.002778
47    3  11  0.000054
47    3  12  0.000816
47    3  18  0.000057
47    3  25  0.000064
47    3  31  0.000072
47    3  32  0.000078
47    3  35  0.000076
47    3  36  0.000082
48    3   2  0.002711
48    3   6  0.004230
48    3  11  0.000054
48    3  12  0.003608
48    3  19  0.002583
48    3  26  0.001201
48    3  32  0.000243
49    3   2  0.000719
49    3   6  0.003076
49    3   7  0.000069
49    3  12  0.003608
49    3  13  0.000060
49    3  19  0.003045
49    3  26  0.002555
49    3  32  0.002137
49    3  36  0.001442
32    4   0  0.002442
32    4   3  0.000075
32    4   9  0.000132
32    4  10  0.000150
32    4  17  0.000071
32    4  23  0.001675
32    4  29  0.002022
33    4   0  0.002683
33    4   3  0.000067
33    4   4  0.003020
33    4   9  0.000076
33    4  16  0.000123
33    4  17  0.000122
33    4  24  0.000059
33    4  29  0.001577
34    4   0  0.001239
34    4   1  0.000063
34    4   4  0.004120
34    4   9  0.000056
34    4  10  0.002156
34    4  16  0.000071
34    4  23  0.000109
34    4  24  0.000101
34    4  30  0.000050
35    4   1  0.000069
35    4   4  0.002683
35    4   5  0.000064
35    4  10  0.003464
35    4  16  0.000046
35    4  17  0.001664
35    4  23  0.000063
35    4  29  0.000092
35    4  30  0.000087
35    4  34  0.000045
36    4   0  0.000108
36    4   1  0.000121
36    4   5  0.000073
36    4  10  0.002639
36    4  11  0.000054
36    4  16  0.000047
36    4  17  0.002854
36    4  24  0.001429
36    4  29  0.000055
36    4  34  0.000074
37    4   0  0.000063
37    4   1  0.000182
37    4   4  0.000181
37    4   5  0.000127
37    4  11  0.000066
37    4  17  0.002286
37    4  18  0.000045
37    4  24  0.002344
37    4  30  0.001346
38    4   4  0.000105
38    4   5  0.000179
38    4  10  0.000157
38    4  11  0.000114
38    4  18  0.000061
38    4  24  0.001815
38    4  30  0.001936
38    4  34  0.001342
39    4   1  0.003709
39    4   4  0.000064
39    4   5  0.000098
39    4  10  0.000094
39    4  11  0.000137
39    4  17  0.000131
39    4  18  0.000106
39    4  25  0.000057
39    4  30  0.001334
39    4  34  0.001608
40    4   1  0.004031
40    4   4  0.000065
40    4   5  0.003884
40    4  10  0.000055
40    4  11  0.000261
40    4  17  0.000079
40    4  18  0.000080
40    4  24  0.000107
40    4  25  0.000099
40    4  31  0.000054
40    4  34  0.000883
41    4   1  0.001779
41    4   5  0.004117
41    4  10  0.000054
41    4  11  0.003462
41    4  17  0.000046
41    4  18  0.000708
41    4  24  0.000064
41    4  30  0.000087
41    4  31  0.000092
41    4  35  0.000055
42    4   1  0.000054
42    4   5  0.001624
42    4   6  0.000066
42    4  11  0.003465
42    4  12  0.000057
42    4  18  0.002915
42    4  25  0.001136
42    4  30  0.000050
42    4  34  0.000068
42    4  35  0.000070
43    4   1  0.000161
43    4   2  0.000078
43    4   5  0.000069
43    4   6  0.000085
43    4  11  0.000981
43    4  12  0.000057
43    4  18  0.002915
43    4  19  0.000048
43    4  25  0.002444
43    4  31  0.001493
43    4  35  0.000087
44    4   1  0.000093
44    4   2  0.000125
44    4   5  0.000161
44    4   6  0.000146
44    4  11  0.000085
44    4  12  0.000086
44    4  18  0.000334
44    4  19  0.000051
44    4  25  0.002219
44    4  31  0.002033
44    4  35  0.001658
45    4   1  0.000063
45    4   5  0.000093
45    4   6  0.000144
45    4  11  0.000128
45    4  12  0.000149
45    4  18  0.000107
45    4  19  0.000088
45    4  26  0.000055
45    4  31  0.001321
45    4  35  0.001705
46    4   1  0.000049
46    4   2  0.002392
46    4   5  0.000064
46    4   6  0.000650
46    4  11  0.000074
46    4  18  0.000098
46    4  19  0.000143
46    4  25  0.000112
46    4  26  0.000094
46    4  32  0.000057
46    4  35  0.000573
47    4   2  0.002680
47    4   6  0.004244
47    4  11  0.000054
47    4  12  0.001780
47    4  18  0.000057
47    4  25  0.000072
47    4  26  0.000067
47    4  31  0.000089
47    4  32  0.000097
47    4  36  0.000064
48    4   2  0.001317
48    4   6  0.004244
48    4  12  0.003633
48    4  19  0.002673
48    4  26  0.000684
48    4  31  0.000052
48    4  35  0.000065
48    4  36  0.000057
49    4   6  0.000868
49    4   7  0.000069
49    4  12  0.003249
49    4  13  0.000061
49    4  19  0.003070
49    4  26  0.002577
49    4  32  0.001557
49    4  36  0.000337
50    4   2  0.000110
50    4   6  0.000128
50    4   7  0.000095
50    4  13  0.000064
50    4  19  0.001575
50    4  20  0.000051
50    4  26  0.002577
50    4  32  0.002155
50    4  36  0.001810
32    5   0  0.002697
32    5   3  0.000066
32    5   4  0.000669
32    5   9  0.000121
32    5  10  0.000159
32    5  17  0.000070
32    5  23  0.002259
32    5  29  0.001970
33    5   0  0.002070
33    5   1  0.000063
33    5   3  0.000067
33    5   4  0.004109
33    5   9  0.000070
33    5  16  0.000126
33    5  17  0.000120
33    5  24  0.000052
33    5  29  0.001970
34    5   1  0.000063
34    5   4  0.004109
34    5   5  0.000059
34    5   9  0.000055
34    5  10  0.002864
34    5  16  0.000073
34    5  23  0.000106
34    5  24  0.000090
34    5  29  0.000486
35    5   0  0.000123
35    5   1  0.000105
35    5   4  0.000801
35    5   5  0.000064
35    5  10  0.003450
35    5  16  0.000046
35    5  17  0.001583
35    5  23  0.000074
35    5  29  0.000054
35    5  30  0.000070
36    5   0  0.000073
36    5   1  0.000181
36    5   4  0.000127
36    5   5  0.000097
36    5  10  0.001911
36    5  11  0.000054
36    5  16  0.000046
36    5  17  0.002839
36    5  24  0.000851
36    5  29  0.000071
36    5  30  0.000053
36    5  34  0.000056
37    5   4  0.000145
37    5   5  0.000167
37    5  11  0.000076
37    5  17  0.002347
37    5  18  0.000046
37    5  24  0.002333
37    5  30  0.000467
37    5  34  0.000050
38    5   1  0.002794
38    5   4  0.000084
38    5   5  0.000047
38    5  10  0.000145
38    5  11  0.000131
38    5  18  0.000062
38    5  24  0.002236
38    5  30  0.001923
38    5  34  0.000300
39    5   1  0.004038
39    5   4  0.000064
39    5   5  0.001924
39    5  10  0.000084
39    5  11  0.000075
39    5  17  0.000131
39    5  18  0.000106
39    5  24  0.000087
39    5  25  0.000052
39    5  30  0.001923
39    5  34  0.001599
40    5   1  0.002794
40    5   5  0.004115
40    5  10  0.000054
40    5  11  0.001125
40    5  17  0.000080
40    5  18  0.000078
40    5  24  0.000099
40    5  25  0.000089
40    5  30  0.000220
40    5  34  0.001599
41    5   5  0.003732
41    5   6  0.000067
41    5  10  0.000054
41    5  11  0.003472
41    5  17  0.000046
41    5  18  0.000745
41    5  24  0.000073
41    5  25  0.000066
41    5  30  0.000070
41    5  31  0.000077
41    5  34  0.000272
42    5   1  0.000181
42    5   2  0.000069
42    5   6  0.000066
42    5  11  0.003398
42    5  12  0.000057
42    5  18  0.002921
42    5  25  0.000620
42    5  30  0.000065
42    5  31  0.000046
42    5  34  0.000052
42    5  35  0.000068
43    5   1  0.000105
43    5   2  0.000119
43    5   5  0.000189
43    5   6  0.000111
43    5  11  0.000196
43    5  12  0.000058
43    5  18  0.002921
43    5  19  0.000048
43    5  25  0.002454
43    5  31  0.000639
43    5  34  0.000056
44    5   1  0.000063
44    5   5  0.000121
44    5   6  0.000190
44    5  11  0.000142
44    5  12  0.000099
44    5  18  0.000300
44    5  19  0.000052
44    5  25  0.002454
44    5  31  0.002048
44    5  35  0.000732
45    5   1  0.000063
45    5   2  0.001816
45    5   5  0.000070
45    5  11  0.000112
45    5  12  0.000166
45    5  18  0.000109
45    5  19  0.000091
45    5  25  0.000258
45    5  26  0.000049
45    5  31  0.002017
45    5  35  0.001717
46    5   2  0.002674
46    5   5  0.000064
46    5   6  0.002934
46    5  11  0.000064
46    5  18  0.000098
46    5  19  0.000143
46    5  25  0.000092
46    5  26  0.000086
46    5  31  0.000127
46    5  32  0.000048
46    5  35  0.001592
47    5   2  0.001886
47    5   6  0.004260
47    5  11  0.000054
47    5  12  0.002798
47    5  18  0.000056
47    5  25  0.000082
47    5  26  0.000103
47    5  31  0.000083
47    5  32  0.000082
47    5  36  0.000046
48    5   6  0.002962
48    5   7  0.000070
48    5  12  0.003647
48    5  18  0.000046
48    5  19  0.002785
48    5  25  0.000048
48    5  26  0.000193
48    5  31  0.000066
48    5  32  0.000049
48    5  35  0.000076
48    5  36  0.000079
49    5   2  0.000120
49    5   7  0.000073
49    5  12  0.002249
49    5  13  0.000061
49    5  19  0.003090
49    5  26  0.002595
49    5  32  0.000690
49    5  35  0.000052
50    5   2  0.000070
50    5   6  0.000191
50    5   7  0.000125
50    5  13  0.000076
50    5  19  0.001479
50    5  20  0.000052
50    5  26  0.002600
50    5  32  0.002186
50    5  36  0.001109
32    6   0  0.002724
32    6   1  0.000049
32    6   3  0.000066
32    6   4  0.002501
32    6   9  0.000110
32    6  10  0.000144
32    6  17  0.000068
32    6  23  0.002389
32    6  29  0.001239
33    6   0  0.000186
33    6   1  0.000063
33    6   4  0.004097
33    6   9  0.000063
33    6  10  0.000148
33    6  16  0.000129
33    6  17  0.000117
33    6  23  0.000596
33    6  24  0.000045
33    6  29  0.001943
34    6   0  0.000110
34    6   1  0.000094
34    6   4  0.003170
34    6   5  0.000064
34    6   9  0.000055
34    6  10  0.003305
34    6  16  0.000075
34    6  23  0.000065
34    6  24  0.000078
34    6  29  0.001451
35    6   0  0.000090
35    6   1  0.000162
35    6   5  0.000072
35    6  10  0.003427
35    6  11  0.000054
35    6  17  0.001486
35    6  23  0.000087
35    6  24  0.000085
35    6  30  0.000053
36    6   0  0.000052
36    6   1  0.000055
36    6   4  0.000186
36    6   5  0.000126
36    6  10  0.001209
36    6  11  0.000054
36    6  16  0.000045
36    6  17  0.002811
36    6  23  0.000050
36    6  24  0.000272
36    6  29  0.000088
36    6  30  0.000088
37    6   1  0.001778
37    6   4  0.000112
37    6   5  0.000181
37    6  10  0.000067
37    6  11  0.000086
37    6  17  0.002405
37    6  18  0.000046
37    6  24  0.002321
37    6  29  0.000052
37    6  34  0.000068
38    6   1  0.004048
38    6   4  0.000066
38    6   5  0.000064
38    6  10  0.000131
38    6  11  0.000148
38    6  18  0.000062
38    6  24  0.002321
38    6  30  0.001561
39    6   1  0.003729
39    6   4  0.000064
39    6   5  0.003843
39    6  10  0.000076
39    6  17  0.000130
39    6  18  0.000107
39    6  24  0.000558
39    6  25  0.000046
39    6  30  0.001910
39    6  34  0.000907
40    6   5  0.004111
40    6  10  0.000053
40    6  11  0.001999
40    6  17  0.000080
40    6  18  0.000075
40    6  24  0.000064
40    6  25  0.000080
40    6  30  0.001083
40    6  34  0.001597
41    6   1  0.000182
41    6   2  0.000063
41    6   5  0.001695
41    6   6  0.000067
41    6  11  0.003467
41    6  17  0.000046
41    6  18  0.000791
41    6  24  0.000084
41    6  25  0.000100
41    6  31  0.000061
41    6  34  0.001304
42    6   1  0.000122
42    6   2  0.000109
42    6   5  0.000063
42    6   6  0.000088
42    6  11  0.002800
42    6  12  0.000057
42    6  18  0.002926
42    6  24  0.000049
42    6  25  0.000153
42    6  30  0.000081
42    6  31  0.000095
42    6  35  0.000049
43    6   1  0.000070
43    6   5  0.000162
43    6   6  0.000152
43    6  12  0.000068
43    6  18  0.002926
43    6  19  0.000049
43    6  25  0.002423
43    6  30  0.000047
43    6  34  0.000073
43    6  35  0.000080
44    6   1  0.000063
44    6   2  0.001270
44    6   5  0.000094
44    6   6  0.000128
44    6  11  0.000159
44    6  12  0.000118
44    6  18  0.000256
44    6  19  0.000054
44    6  25  0.002461
44    6  31  0.001875
